Probe	E14.5_R1	E14.5_R2	Neonatal_R1	Neonatal_R2	Adult_R1	Adult_R2	TAC_R1	TAC_R2
8430429K09Rik	105	95	94	70	36	49	47	52
Pla2g3	12	11	16	8	12	8	14	9
Inpp5j	65	75	120	104	115	117	245	209
Selm	163	151	86	93	59	60	91	91
Smtn	1188	1165	1502	1312	1466	1368	1173	1376
Gm11946	31	31	34	17	9	8	18	14
Tug1	1506	1645	1091	1224	542	527	690	719
Morc2a	2051	2247	1866	2277	611	661	803	765
Osbp2	41	46	172	225	667	702	561	506
4921536K21Rik	10	12	16	8	11	10	10	5
Dusp18	317	345	212	459	384	396	291	284
Slc35e4	187	179	108	114	38	32	65	57
Tcn2	405	406	329	395	278	264	263	301
4930556J24Rik	69	80	31	36	18	20	35	24
Pes1	1401	1398	655	788	363	387	547	523
Gal3st1	8	20	19	8	1	0	0	2
Sec14l4	8	10	2	2	1	1	0	1
Sec14l3	1	8	0	24	0	0	0	0
Mtfp1	100	88	138	143	337	365	322	311
Sec14l2	46	45	32	27	8	9	25	29
Rnf215	193	195	145	149	101	101	144	135
Ccdc157	224	258	173	151	162	146	176	201
Sf3a1	1174	1253	774	765	396	408	454	454
Tbc1d10a	212	233	314	244	162	187	190	244
Gatsl3	27	12	27	24	13	24	22	27
Osm	1	1	12	2	17	9	12	21
Lif	84	80	130	47	8	3	11	11
Gm11959	0	1	3	0	0	0	0	0
Gm11958	0	0	0	1	3	1	1	0
Hormad2	55	111	196	67	2	0	3	1
Mtmr3	3400	4420	4758	5691	2067	1985	2266	2471
Gm11032	55	71	61	59	16	25	20	16
Gm11961	17	17	21	21	13	13	12	11
Ascc2	1015	1089	724	797	348	362	493	446
Uqcr10	686	637	394	518	781	785	742	806
Zmat5	60	56	54	66	100	124	118	123
Cabp7	2	5	5	4	0	1	2	4
Nf2	1715	1808	1758	1808	1516	1542	1931	1865
Nipsnap1	358	329	63	62	6	5	12	10
Thoc5	693	639	400	374	228	281	321	324
Nefh	13	8	2	9	0	0	0	0
Ap1b1	1048	1082	852	914	894	832	1164	1157
Gas2l1	140	161	134	145	75	62	89	78
Rasl10a	3	3	7	8	21	16	12	12
Ewsr1	7042	6862	3621	4296	1434	1518	1769	1783
Rhbdd3	123	127	89	95	100	88	87	98
Emid1	41	57	46	33	27	12	30	35
Kremen1	1176	1515	1217	1556	1029	1020	1667	1519
Znrf3	1979	2996	2597	3367	639	579	635	671
Gm11963	0	0	0	0	0	0	0	3
Xbp1	1104	1087	703	788	289	324	327	336
Ccdc117	577	632	512	822	335	383	323	362
Ankrd36	15	12	26	13	3	2	4	1
Mrps24	1181	1218	1029	1465	954	1014	1074	1078
Dbnl	742	705	388	407	230	195	381	387
Pgam2	1008	1045	882	1003	1270	1285	1681	1640
Polm	74	58	51	45	25	19	38	29
Aebp1	405	436	438	453	277	149	284	328
Pold2	275	306	126	115	86	96	105	82
Myl7	4740	4080	254	3487	1050	117	370	377
Gck	16	6	12	12	361	429	480	566
Gm11967	0	0	3	4	31	32	53	41
Ykt6	983	959	692	781	373	387	448	452
Camk2b	447	525	186	267	156	106	157	142
Nudcd3	1465	1758	1519	1637	918	922	1053	1082
Npc1l1	13	22	43	17	1	1	2	1
Ddx56	493	510	294	333	153	175	185	200
Tmed4	336	327	232	283	409	407	520	483
n-R5s67	0	0	0	0	0	0	0	0
Ogdh	4631	5045	6000	7844	14393	15738	16139	14985
Zmiz2	311	377	349	364	244	202	263	297
Ppia	6137	6267	2315	2595	634	651	883	794
H2afv	682	690	317	485	275	330	282	252
Purb	2179	2633	1797	2046	820	781	1081	1022
Gm11973	212	242	172	168	71	98	94	118
Myo1g	48	35	46	27	62	49	70	89
Gm11974	190	177	157	160	33	30	57	76
Ccm2	417	457	443	459	294	244	355	402
Nacad	22	16	38	23	7	2	11	8
Tbrg4	603	611	400	471	332	362	383	401
Wap	0	0	0	0	0	0	0	0
Ramp3	51	40	203	134	12	7	24	21
Gm11981	0	0	0	0	0	0	0	0
Adcy1	315	356	59	184	69	67	65	70
Gm11985	0	0	0	0	0	0	0	0
Igfbp1	0	0	0	0	0	0	0	0
Igfbp3	775	758	497	391	93	76	110	116
Gm11986	0	1	0	0	0	0	0	0
SNORD75	0	0	0	0	0	0	0	0
Tns3	2543	3289	3121	3010	910	775	1183	1329
Pkd1l1	18	25	46	17	4	1	2	1
Hus1	414	395	285	289	159	160	206	185
Sun3	31	33	28	61	21	14	22	11
Gm11992	146	160	78	180	16	23	18	15
Upp1	566	567	610	688	22	29	107	90
Abca13	15	33	53	21	2	4	20	3
Vwc2	22	25	16	11	79	48	17	41
Zpbp	33	35	52	69	46	54	60	65
4930415F15Rik	93	97	79	63	42	35	48	34
Gm11998	2	2	3	1	0	0	4	0
4930512M02Rik	9	10	14	14	5	6	3	5
Gm11999	1	2	1	4	0	0	0	0
Ikzf1	165	248	172	173	264	134	297	364
Gm12000	0	0	0	0	1	0	0	0
Fignl1	461	446	240	213	16	8	67	35
Ddc	2170	2137	1707	1946	64	102	94	94
1700042O10Rik	41	31	26	25	1	0	5	4
Grb10	19107	21723	11666	16006	2070	2150	2700	2705
Cobl	1129	1861	1302	2689	238	186	362	281
Gm12002	30	28	346	114	280	235	258	324
ACA64	0	0	0	0	0	0	0	0
AL663080.1	0	0	0	0	0	0	0	0
4930554G24Rik	6	4	13	3	25	12	14	25
1700046C09Rik	1	1	0	0	0	0	0	0
Vstm2a	5	4	8	7	0	1	4	0
Sec61g	973	946	519	546	418	416	430	470
BX255277.1	0	0	0	0	0	0	0	0
Egfr	658	848	1352	1066	507	646	711	816
E230015J15Rik	4	5	9	9	0	3	4	0
2810442I21Rik	108	84	57	59	25	22	20	24
Fbxo48	28	37	41	28	6	2	9	7
Plek	258	284	408	283	1020	666	806	1154
Cnrip1	102	96	170	98	77	49	104	111
Ppp3r1	1973	2357	1575	1872	913	905	1118	1027
Pno1	682	674	390	441	304	342	415	364
C1d	816	680	405	464	417	406	550	464
Etaa1	480	518	252	292	109	78	114	129
2900053O20Rik	8	9	13	8	2	4	9	1
Gm12018	6	11	15	14	3	2	7	2
Gm12022	3	2	1	1	0	1	1	0
Gm12023	25	45	27	24	0	0	5	0
8430419K02Rik	124	199	160	76	18	10	10	15
Meis1	2902	3863	3341	3393	1333	1282	1732	1214
Gm16140	13	13	9	7	3	2	9	4
Gm16141	13	14	12	9	5	2	4	3
4933406G16Rik	0	1	8	5	0	0	3	0
Gm12027	0	0	0	0	0	0	0	0
SCARNA21	0	0	0	0	0	0	0	0
Spred2	1257	1753	1855	1411	654	539	714	746
Actr2	2020	2249	1748	1936	1184	1093	1552	1541
Gm12031	1	3	1	3	1	2	0	2
Rab1	2632	3061	2193	2595	1175	1168	1426	1396
Cep68	812	855	758	795	611	660	788	713
Slc1a4	624	661	540	654	20	30	82	85
Gm12033	1	1	0	0	0	0	1	2
Sertad2	2111	2848	2228	3578	459	434	588	542
Aftph	1547	1739	1234	1641	664	690	821	840
1110067D22Rik	665	667	458	521	231	239	355	273
Gm12037	1	3	2	2	0	0	0	0
AL662817.1	0	0	0	0	0	0	0	0
Peli1	2386	3100	3292	4227	621	726	702	815
Vps54	2459	2970	2825	3204	1125	1174	1346	1451
Ugp2	2624	2884	2791	3007	2954	3234	5026	5058
Gm12043	13	17	11	12	16	11	21	21
4932414J04Rik	0	1	12	3	0	0	0	0
Mdh1	6474	5850	4709	6555	8717	9659	8430	8128
Wdpcp	481	602	621	579	316	282	382	381
Otx1	7	9	4	10	1	0	0	2
Ehbp1	5941	7896	8988	14153	4604	4212	5555	4976
Gm12050	0	0	0	0	0	0	0	0
Gm12051	0	0	0	0	0	0	0	0
Tmem17	68	65	31	38	35	33	35	22
Gm12052	0	0	0	0	0	0	0	0
Gm12055	0	0	0	0	0	0	0	0
Gm12056	0	0	0	0	0	0	0	0
Commd1	1194	1472	1379	1330	757	760	933	945
Gm20456	0	2	1	2	0	0	0	2
9130230N09Rik	16	15	19	8	5	4	8	5
Zrsr1	333	326	268	330	223	211	237	219
Cct4	3057	3085	1500	2008	902	927	1083	1130
Fam161a	53	51	77	44	48	38	52	45
Gm12059	12	9	7	4	6	5	6	3
1700061J23Rik	0	0	0	0	0	0	0	0
Xpo1	4812	4985	2789	2940	1239	1247	1856	1731
Usp34	6271	8979	8347	9891	3116	3084	3918	3820
Ahsa2	1031	986	684	899	492	564	652	649
1700030C12Rik	4	6	8	4	2	1	5	2
1700093K21Rik	1	0	5	0	0	0	0	0
0610010F05Rik	989	1202	1053	958	553	550	730	672
Pex13	701	760	512	711	417	421	499	478
Pus10	720	831	712	716	378	335	500	491
Gm20645	40	52	32	32	7	7	23	13
Rel	840	1065	1092	1149	311	260	454	453
Papolg	763	782	544	653	287	323	430	387
Gm12061	0	1	0	0	0	0	0	0
A830031A19Rik	0	9	8	4	0	1	0	0
Gm12063	0	0	0	0	0	0	0	0
Bcl11a	653	840	454	474	140	106	229	146
Gm12064	8	6	2	6	0	2	0	0
4930538E20Rik	9	15	1	5	2	0	2	3
Gm12065	2	0	0	0	0	0	0	0
Gm12066	2	0	4	2	0	1	0	0
Gm12068	6	10	11	10	8	4	5	1
AL691457.1	0	0	0	0	0	0	0	0
Gm10466	0	0	0	0	0	0	0	0
Gm12665	0	0	0	0	0	0	0	0
Gm12069	0	0	0	1	0	0	0	0
4933427E13Rik	0	0	0	1	0	0	0	0
5730522E02Rik	544	941	334	509	177	143	162	138
Fancl	554	651	473	491	221	202	238	226
Vrk2	572	764	679	487	372	300	431	431
Gm6899	1	0	1	0	0	0	0	0
n-R5s68	0	0	0	0	0	0	0	0
Gm6685	8	10	3	5	0	0	1	0
Gm12081	0	1	0	0	0	0	1	0
Ccdc85a	104	148	926	729	945	960	772	1083
2810471M01Rik	10	5	4	4	2	0	2	0
Mir216b	0	0	0	0	0	0	0	0
Gm12082	0	2	3	1	0	0	0	0
Efemp1	151	144	111	186	274	193	78	144
Pnpt1	1723	1727	1147	1419	744	761	939	911
A630052C17Rik	52	41	35	33	14	8	15	13
Smek2	2926	3079	2169	2400	935	921	1104	1066
Ccdc104	918	842	427	498	368	304	527	491
Ccdc88a	3058	3846	2638	2566	636	546	1079	1034
Prorsd1	123	113	90	86	119	127	142	148
Gm12089	13	17	19	9	1	3	0	1
Mtif2	894	887	661	730	912	866	1054	1012
Rps27a	3480	3294	1310	1539	797	784	1087	1072
1700034F02Rik	51	53	48	33	10	15	13	12
Gm12088	11	7	13	8	4	2	0	5
Gm12092	65	61	69	112	199	104	356	241
Rtn4	6026	7753	5839	8186	1071	877	2377	1870
Eml6	361	543	536	340	643	619	660	676
Spnb2	24163	26967	24001	28548	16643	16580	20424	19685
Gm8098	77	80	83	65	34	36	57	33
4930505A04Rik	13	19	19	16	5	5	7	4
Acyp2	1123	1768	2178	2328	2879	2552	2432	2525
Gm12100	2	2	5	6	14	13	4	4
Psme4	6059	7448	7178	9821	9845	10194	11964	10511
Gpr75	42	52	47	43	2	4	4	7
Erlec1	495	556	522	618	736	834	998	867
Asb3	673	977	986	1062	489	491	586	557
Chac2	121	134	110	108	184	212	204	178
Gm17332	0	0	0	0	0	0	0	0
Stc2	537	553	270	271	247	280	239	277
Bod1	412	441	236	268	359	356	444	396
D630024D03Rik	2	3	10	5	45	38	32	34
Gm12107	3	1	0	0	0	0	0	0
Cpeb4	2452	3072	4559	5329	2374	2895	2696	2895
4930524B15Rik	8	13	25	15	0	0	0	0
Nsg2	88	94	48	69	4	1	6	0
Gm12108	0	0	0	0	0	0	0	0
Il9r	17	23	13	19	3	5	5	7
Snrnp25	129	132	53	45	32	34	50	53
Rhbdf1	699	654	383	430	144	163	264	276
Nprl3	228	225	291	227	283	265	327	269
Mpg	129	120	59	64	51	60	60	59
Hba-x	443	507	0	1	0	0	0	0
Hba-a1	1947	3779	569	760	227	97	243	118
Hbq1b	0	2	0	1	0	0	0	0
Hba-a2	3097	3602	519	703	611	224	630	290
Hbq1a	0	0	0	0	0	0	0	0
Sh3pxd2b	704	922	1125	946	167	187	286	390
Ubtd2	828	1200	1122	1070	131	120	196	257
Efcab9	17	13	12	10	1	1	8	3
Stk10	568	672	1092	856	285	238	358	463
Fbxw11	3218	4206	3714	4041	1107	1122	1434	1481
4930555O08Rik	0	0	0	0	0	0	0	0
1700008A04Rik	0	0	0	0	0	0	0	0
Gm12111	3	7	3	2	2	1	2	1
Gm12114	2	2	0	0	0	0	0	0
Fgf18	193	221	163	221	48	35	73	58
Npm1	16020	14316	5077	6063	2448	2583	2977	2963
Tlx3	0	0	0	0	0	0	0	0
Gm12116	3	3	5	8	1	3	3	1
Ranbp17	663	937	531	509	81	68	158	143
Gabrp	0	2	0	2	0	0	0	0
D130052B06Rik	0	1	0	0	0	0	1	0
Kcnip1	38	44	44	39	60	47	37	58
Gm12119	0	0	0	0	0	0	0	0
Gm12120	0	0	0	0	0	0	0	0
Kcnmb1	13	19	11	15	8	6	17	18
Lcp2	49	53	109	91	160	97	211	223
Gm12121	0	0	0	0	0	0	0	0
Foxi1	0	0	0	0	0	0	0	0
Dock2	200	252	376	316	722	600	724	1016
4930403D09Rik	0	0	1	0	0	0	2	0
Fam196b	10	2	11	4	20	3	11	16
Ccdc99	685	645	280	268	13	8	60	47
Gm12711	0	0	0	0	0	0	0	0
Slit3	1721	2409	2089	2845	962	823	465	657
AL731688.1	0	0	0	0	0	0	0	0
Pank3	2276	2476	1418	1836	609	628	884	791
Fbll1	0	1	0	0	0	0	0	0
Rars	2048	2006	1239	1067	486	526	762	656
Wwc1	508	741	152	185	32	17	12	12
Odz2	458	640	76	126	7	14	22	3
Gm12126	0	0	0	0	0	0	0	0
Gm12127	0	0	1	1	0	0	0	0
Gm12128	0	1	0	0	0	0	0	0
AL808020.1	0	0	0	0	0	0	0	0
Gm12130	0	0	0	1	0	0	0	0
Gm12132	1	1	4	0	1	1	7	0
3110004A20Rik	0	0	0	0	0	0	0	0
Mat2b	1079	1089	788	937	694	698	776	723
Hmmr	1986	1925	640	844	25	20	148	110
Nudcd2	465	475	257	281	181	164	247	224
Ccng1	1528	1517	1675	2117	6978	7302	8150	7330
Gm12139	2	3	2	2	1	0	3	1
A230004M16Rik	41	67	67	69	36	31	41	37
Gabrg2	2	2	3	1	0	0	2	0
Gabra1	61	77	13	13	4	2	1	0
Gabra6	0	0	0	0	0	0	0	0
Gabrb2	362	511	111	121	10	13	11	4
Gm9972	0	0	0	0	0	0	0	0
Gm12145	0	0	0	0	0	0	0	0
Atp10b	6	8	3	7	1	0	2	1
Gm12146	0	1	7	1	0	0	0	0
Gm12147	5	6	7	8	0	0	0	0
Mir146	0	0	0	0	0	0	0	0
Gm12148	6	1	4	4	0	0	0	0
Pttg1	640	547	173	290	434	463	380	382
Slu7	1614	1532	911	1045	700	799	908	811
C1qtnf2	24	21	59	21	32	20	58	46
Ccnjl	383	476	555	319	33	43	50	27
Gm12150	2	1	2	0	0	0	0	0
4933415A04Rik	27	34	31	17	2	0	0	0
Fabp6	2	1	0	2	0	0	0	0
Pwwp2a	1302	1669	1399	1778	576	615	616	677
Ttc1	649	661	464	495	393	441	510	535
Adra1b	162	234	560	539	261	233	275	203
Gm12153	20	16	34	29	162	104	101	95
Gm12154	0	0	0	0	0	0	0	0
Il12b	1	3	6	3	0	1	0	2
Ublcp1	286	278	282	265	409	413	511	488
AL669944.1	0	0	0	0	0	0	0	0
Rnf145	1199	1392	752	858	248	211	302	340
4930597A21Rik	0	0	2	1	0	0	0	0
Ebf1	2028	3041	8707	5184	2378	1652	3187	3326
Gm12158	25	25	37	32	14	12	19	18
Gm12159	1	1	0	0	0	0	1	0
Gm12160	1	10	12	0	0	0	0	2
Gm12162	0	1	0	1	0	0	1	2
F630206G17Rik	7	3	7	3	22	11	16	8
Clint1	2464	2912	2302	2680	1235	1152	1375	1554
Lsm11	295	294	170	206	58	52	98	92
Thg1l	306	286	133	136	73	70	100	88
Sox30	9	16	18	17	9	10	10	13
Gm12166	8	9	7	6	0	3	0	4
Adam19	1283	1541	2291	2379	949	915	1584	1516
Gm16033	40	49	40	36	13	9	38	23
Nipal4	57	54	22	18	2	2	7	3
Cyfip2	446	512	182	185	2577	2719	2988	2472
C030019I05Rik	1	0	2	0	2	3	3	4
Itk	86	117	18	126	27	19	19	26
Gm12167	2	2	2	0	39	56	31	26
Fam71b	0	0	0	0	0	0	0	0
Med7	213	223	171	172	110	123	152	142
Havcr2	42	37	60	35	29	22	70	89
Gm12169	1	0	4	0	0	0	0	0
Gm12171	0	0	1	0	0	0	0	0
BC053393	2	1	1	0	0	0	1	0
Dppa1	0	0	0	0	0	1	0	0
Gm4926	0	0	1	0	0	0	0	0
Timd2	1	2	0	0	0	0	0	0
Havcr1	3	4	1	1	0	0	0	0
Timd4	4	4	7	13	144	108	62	76
Sgcd	2912	4102	4512	4512	6217	6323	7517	6781
Gnb2l1	7565	6763	2858	3687	1649	1843	2256	2125
Trim41	549	575	370	368	215	218	307	311
Gm12184	23	19	13	11	13	14	15	13
Trim7	73	85	140	148	614	602	511	662
Gm16170	4	5	11	9	40	24	21	47
Irgm1	153	168	591	807	173	170	274	239
Gm5431	2	1	43	44	29	21	32	40
Gm12185	41	40	189	234	114	96	157	156
Olfr56	79	106	307	462	141	101	190	171
9930111J21Rik2	84	111	344	352	282	231	384	392
Tgtp2	3	4	23	62	72	80	59	48
Olfr1396	0	0	9	3	2	1	6	10
Olfr1395	0	0	0	0	0	0	0	0
Olfr1394	0	0	0	0	0	0	0	0
Btnl9	258	247	906	464	363	270	537	593
Zfp62	829	881	745	893	645	653	679	683
Mgat1	612	694	641	595	397	405	556	494
Olfr1393	1	1	2	0	1	1	3	1
Olfr1392	0	0	2	0	0	0	0	0
Olfr10	0	0	0	0	0	0	0	0
Olfr1391	0	0	0	0	0	0	0	0
Olfr1390	0	0	0	1	0	0	0	0
Olfr1389	0	0	0	0	0	0	0	0
Olfr1388	0	0	0	0	0	0	0	0
Olfr1387	0	0	0	0	0	0	0	0
Olfr1386	0	0	0	0	0	0	0	0
Olfr1385	0	0	0	0	0	0	0	0
Olfr1384	0	0	0	0	0	0	0	0
Olfr1383	0	0	0	0	0	0	0	0
Olfr1382	0	0	0	0	0	0	0	0
Olfr1381	0	0	0	0	0	0	0	0
Olfr1380	0	0	0	0	0	0	0	0
Flt4	557	605	745	580	164	112	226	241
Scgb3a1	1	0	1	0	1	2	4	11
Cnot6	2541	3005	2399	2622	474	419	724	704
AL606479.2	0	0	0	0	0	0	0	0
Gfpt2	739	822	2234	2148	790	727	420	742
Mapk9	1127	1224	1184	1106	680	680	826	732
AL606479.1	0	0	0	0	0	0	0	0
Rasgef1c	15	15	61	20	7	10	0	1
Rnf130	671	871	1154	1156	774	653	895	957
Tbc1d9b	749	789	709	617	699	742	897	850
Gm12195	1	0	1	0	0	0	1	0
3010026O09Rik	112	96	101	75	39	35	43	46
Sqstm1	3454	3349	2926	4271	2329	2699	2753	2752
Mgat4b	370	528	491	636	392	381	372	419
Ltc4s	1	1	11	1	9	17	7	11
Maml1	1145	1335	908	1107	292	300	326	373
Canx	10847	9941	5378	6666	4580	5127	5215	4723
Cby3	0	2	1	2	0	2	0	0
Mir804	0	0	0	0	0	0	0	0
Hnrnph1	9435	8408	4660	5679	1790	1889	1825	2100
Rufy1	792	790	743	860	936	979	905	931
Gm12198	5	3	4	5	3	0	1	1
Adamts2	383	413	1380	1011	445	400	1132	1147
Gm12199	0	0	0	0	0	0	0	0
Gm12200	1	1	1	2	0	0	0	2
Zfp354c	364	400	168	174	43	56	131	96
Zfp879	7	8	19	8	45	50	40	43
Grm6	2	3	4	3	0	0	0	0
Gm12660	0	0	0	0	0	0	0	0
Zfp454	22	14	27	21	10	20	30	23
Zfp2	104	105	100	88	103	102	124	104
Zfp354b	13	14	17	21	51	48	37	50
4933414I15Rik	0	0	0	0	0	0	0	0
Prop1	0	0	0	0	0	0	0	0
Olfr1378	0	0	0	0	0	0	0	0
Olfr1377	0	0	0	0	0	0	0	0
Olfr51	0	0	0	0	0	0	0	0
Olfr54	0	0	0	0	0	0	0	0
Olfr1375-ps1	0	0	0	0	0	0	0	0
Zfp354a	119	96	66	77	39	38	57	33
9230009I02Rik	0	1	0	0	0	0	0	0
5133400J02Rik	1	1	5	1	0	0	0	0
Gm12569	0	0	0	0	0	0	0	0
BC049762	16	31	25	20	21	12	27	13
Clk4	3072	2819	1782	2622	1178	1309	1205	1483
Col23a1	760	873	633	569	70	60	65	97
Agxt2l2	524	568	375	351	236	280	309	291
Hnrnpab	6080	6109	2610	3495	1296	1347	1595	1482
Nhp2	311	310	166	165	56	77	108	85
Rmnd5b	348	343	303	248	102	111	149	158
N4bp3	254	245	275	248	50	39	98	68
D930048N14Rik	34	20	27	26	7	4	11	8
0610009B22Rik	114	108	92	70	98	99	121	136
Sec24a	1234	1706	1932	1827	589	560	682	813
Sar1b	874	904	723	806	742	734	773	763
Phf15	87	110	141	79	311	378	326	353
AL669920.1	0	0	0	0	0	0	0	0
Cdkn2aipnl	299	303	190	184	82	78	98	106
Ube2b	2480	2599	1643	2158	2352	2600	2216	2214
Gm12204	19	22	19	19	0	1	0	2
Cdkl3	288	324	460	348	142	144	201	164
Gm12205	0	0	1	0	0	0	0	0
Ppp2ca	3969	4408	2806	3374	1435	1555	1780	1794
AL935177.1	12	11	3	3	4	2	5	7
AL935177.2	0	0	0	0	0	0	0	0
Olfr1373	0	0	0	0	0	0	0	0
Olfr1371	0	0	0	0	0	0	0	0
Skp1a	2688	2573	1552	1963	1469	1512	1589	1590
Tcf7	186	204	86	208	13	10	10	14
A630014C17Rik	15	13	10	16	1	1	0	0
Vdac1	5039	4452	3451	4694	6228	6757	6044	5613
9530068E07Rik	759	781	505	638	432	429	538	537
Fstl4	928	1287	1663	2471	233	295	445	479
Gm11186	0	0	0	1	0	0	0	1
Hspa4	6073	6218	3847	4731	2625	2872	3837	3470
Zcchc10	138	116	100	108	31	35	49	36
Aff4	5663	6482	5287	6316	1706	1769	2436	2382
Leap2	4	7	4	5	0	0	0	3
Uqcrq	247	215	289	288	454	438	401	411
Gdf9	20	26	19	10	3	3	3	3
Gm10447	3	2	8	9	2	3	2	2
Shroom1	26	30	21	18	8	6	9	3
Gm12212	1	0	0	0	0	0	0	0
Gm9837	0	0	1	0	0	0	0	0
Sowaha	9	15	3	9	2	7	2	1
Gm9945	0	2	0	0	0	0	0	0
8-Sep	838	841	783	726	447	446	562	565
A430108G06Rik	1	1	3	0	0	0	0	1
Kif3a	795	756	475	527	308	378	436	432
Il4	12	9	5	5	2	2	8	4
Il13	0	1	0	0	0	0	0	0
Rad50	966	958	681	740	428	384	602	627
Il5	0	0	2	0	2	0	1	0
Gm12214	0	0	0	0	0	0	0	0
Irf1	549	562	729	1092	261	186	249	268
Gm17334	2	2	3	5	1	1	5	5
Gm12216	20	26	144	140	137	82	76	85
Slc22a5	422	453	607	496	420	457	408	375
Slc22a21	243	271	241	192	53	46	75	61
Slc22a4	105	115	371	485	215	249	277	260
Pdlim4	67	57	64	126	103	86	76	77
P4ha2	490	482	565	500	570	620	771	764
4933405E24Rik	1	1	4	0	0	0	0	0
Csf2	0	1	1	2	0	0	0	0
Gm12223	1	1	1	1	0	0	0	0
Il3	0	0	0	0	0	0	0	0
Acsl6	12	9	9	6	292	437	270	199
Gm12224	0	0	0	0	29	49	21	30
4930404A10Rik	13	16	4	13	2	0	2	2
Fnip1	2635	3393	5020	5997	2227	2368	2425	2266
Rapgef6	5049	6624	5263	6596	1641	1713	2090	1917
AL607091.1	0	0	0	0	0	0	0	0
Cdc42se2	1616	2078	1561	1751	544	507	639	720
Gm12227	34	53	41	23	4	1	2	3
Gm12228	0	0	0	0	0	0	0	0
Lyrm7	80	89	138	155	221	254	277	277
Hint1	916	820	468	638	435	464	516	496
Gpx3	652	698	277	380	292	230	542	411
Tnip1	1063	1150	1409	1546	418	373	841	653
Anxa6	6795	6243	3084	3420	2405	2674	3178	2850
Ccdc69	239	274	222	189	178	160	226	180
Gm2a	317	315	163	217	168	156	202	200
Slc36a3	0	2	3	1	0	0	1	0
Gm12233	0	2	2	0	0	0	1	0
Slc36a2	41	25	27	58	221	229	173	174
4921508A21Rik	3	10	5	6	4	5	6	2
Slc36a1	130	145	194	146	132	115	164	123
Fat2	33	46	16	9	4	7	12	4
Sparc	7212	6653	6558	5597	1285	937	3976	4041
Atox1	176	184	164	135	116	122	185	147
G3bp1	3624	3895	2454	2763	1150	1280	1455	1447
Glra1	5	7	8	5	0	0	1	0
Gm12236	12	22	42	27	0	0	0	2
Gm12239	3	4	5	2	1	0	5	0
Nmur2	0	0	1	0	0	0	0	0
snoR38	0	0	0	0	0	0	0	0
Gria1	1196	1512	122	233	18	13	18	10
Fam114a2	754	723	514	608	638	685	794	722
Mfap3	637	680	430	434	207	205	299	302
Gm12243	0	0	0	0	0	0	0	0
4933424L21Rik	2	2	5	0	4	2	4	1
Galnt10	196	222	218	125	270	211	313	377
4933426K07Rik	0	0	0	0	1	0	0	0
2010001A14Rik	46	47	29	18	19	19	27	24
Sap30l	231	252	133	178	199	234	214	183
Hand1	78	67	15	14	0	0	0	0
Gm12249	0	1	1	0	0	0	0	0
Larp1	2258	2908	2191	2668	1051	1000	1219	1234
Cnot8	703	690	474	535	363	370	455	407
Gemin5	737	750	547	572	277	289	390	341
Gm12246	4	10	11	9	0	1	0	7
Mrpl22	383	332	204	225	283	293	280	273
Igtp	87	77	497	798	302	315	502	362
4930438A08Rik	2	5	2	0	0	0	0	0
Zfp692	118	101	57	54	55	63	62	85
Zfp672	361	338	361	397	351	369	477	457
1700047K16Rik	9	8	6	5	1	0	1	7
Gm9900	69	67	70	71	47	54	76	64
Sh3bp5l	677	695	416	583	249	266	354	331
2210415F13Rik	0	0	1	0	0	0	0	0
1810065E05Rik	0	0	0	0	0	0	0	0
Gm12253	2	2	3	3	0	0	1	0
4930504O13Rik	0	0	0	0	0	0	0	0
Olfr30	0	0	0	0	0	0	0	0
Olfr332	0	0	0	0	0	0	0	0
Olfr331	0	0	0	0	0	0	0	0
Olfr330	0	0	0	0	0	0	0	0
Olfr328	0	0	0	0	0	0	0	0
Olfr224	0	0	0	0	0	0	0	0
Olfr325	0	0	0	0	0	0	0	0
Olfr324	0	0	0	0	0	0	0	0
2210407C18Rik	0	0	0	0	56	26	54	51
Olfr323	0	0	0	0	0	0	0	0
Trim58	5	7	2	5	0	0	0	1
Olfr179	0	0	0	0	0	0	0	0
Olfr320	0	0	0	0	0	0	0	0
Olfr319	0	0	0	0	0	0	0	0
Olfr318	0	0	0	0	0	0	0	0
Olfr317	0	0	0	0	0	0	0	0
Olfr316	0	0	0	0	0	0	0	0
Olfr315	0	0	0	0	0	0	0	0
Olfr314	0	0	0	0	0	0	0	0
Fam183b	2	4	9	11	0	1	0	0
Olfr313	0	0	0	0	0	0	0	0
Olfr312	0	0	0	0	0	0	0	0
Olfr311	0	0	0	0	0	0	0	0
Gm12259	2	3	2	2	0	0	0	0
2810021J22Rik	90	114	63	69	37	35	52	45
Zfp39	89	106	108	112	96	74	129	96
Gm12256	0	2	0	1	1	2	3	1
Gm12257	0	0	0	0	0	0	0	0
Btnl10	5	8	9	7	0	2	3	2
Rnf187	580	553	339	406	471	498	561	500
Hist3h2ba	22	20	2	1	1	1	2	2
Trim17	292	271	249	225	163	173	197	198
2310058D17Rik	85	94	84	87	54	66	86	81
Trim11	432	456	309	339	273	251	331	308
Obscn	2910	3672	5149	5793	12139	12338	13176	13568
Gm10435	29	33	93	79	226	210	202	194
A230051G13Rik	196	208	93	125	105	115	113	127
Gjc2	12	13	7	9	7	6	13	6
Guk1	242	232	148	190	310	306	409	355
2610507I01Rik	10	15	17	23	59	83	102	78
Mrpl55	196	184	165	187	369	444	430	429
